"","Object_ID","X_COORD","Y_COORD","NO2conc","HEAVYTRAFMAJOR","DISTINVMAJOR1","DISTINVMAJOR2","INTMAJORINVDIST","INTMAJORINVDIST2","TRAFMAJOR","TRAFNEAR","DISTINVNEAR1","DISTINVNEAR2","INTINVDIST","INTINVDIST2","HEAVYTRAFNEAR","TRAFMAJORLOAD_1000","TRAFMAJORLOAD_500","TRAFMAJORLOAD_300","TRAFMAJORLOAD_100","TRAFMAJORLOAD_50","TRAFMAJORLOAD_25","HEAVYTRAFMAJORLOAD_1000","HEAVYTRAFMAJORLOAD_500","HEAVYTRAFMAJORLOAD_300","HEAVYTRAFMAJORLOAD_100","HEAVYTRAFMAJORLOAD_50","HEAVYTRAFMAJORLOAD_25","MAJORROADLENGTH_1000","MAJORROADLENGTH_500","MAJORROADLENGTH_300","MAJORROADLENGTH_100","MAJORROADLENGTH_50","MAJORROADLENGTH_25","HEAVYTRAFLOAD_1000","HEAVYTRAFLOAD_500","HEAVYTRAFLOAD_300","HEAVYTRAFLOAD_100","HEAVYTRAFLOAD_50","HEAVYTRAFLOAD_25","ROADLENGTH_1000","ROADLENGTH_500","ROADLENGTH_300","ROADLENGTH_100","ROADLENGTH_50","ROADLENGTH_25","TRAFLOAD_1000","TRAFLOAD_500","TRAFLOAD_300","TRAFLOAD_100","TRAFLOAD_50","TRAFLOAD_25","HDRES_5000","HDRES_1000","HDRES_500","HDRES_300","HDRES_100","LDRES_5000","LDRES_1000","LDRES_500","LDRES_300","LDRES_100","INDUSTRY_5000","INDUSTRY_1000","INDUSTRY_500","INDUSTRY_300","INDUSTRY_100","PORT_5000","PORT_1000","PORT_500","PORT_300","PORT_100","URBGREEN_5000","URBGREEN_1000","URBGREEN_500","URBGREEN_300","URBGREEN_100","NATURAL_5000","NATURAL_1000","NATURAL_500","NATURAL_300","NATURAL_100","POP_5000","POP_1000","POP_500","POP_300","POP_100","HHOLD_5000","HHOLD_1000","HHOLD_500","HHOLD_300","HHOLD_100"
"22",28,417831,434709,57.7,332.829,0.00587446465875691,0.0000345093350269839,56.9276161044325,0.334419268912769,9690.69003072,19133,0.140946331976613,0.0198658684976615,2696.72616970853,380.093661965758,652,94482558.7207494,40590273.7281254,23998630.5084689,7943097.30891415,3372392.9669436,1599822.74665603,3332612.94657288,1581139.13554647,986370.674304795,349383.447929383,153985.682793483,72810.8804650955,7638.8574902706,3064.46584160306,1542.44956825188,456.045029427409,196.557331841907,93.1207377528403,4752880.4747542,2020106.61988628,1153699.64976802,355806.532210032,154604.753192206,72810.8804650955,40578.2512750733,12771.582418408,5316.95925518104,686.184072166587,240.544144313338,93.1207377528403,143296981.130883,55530234.4638007,29718246.6454531,8190985.5259914,3403532.54832863,1599822.74665603,622587.507831873,0,0,0,0,48711838.6897259,2511221.32766828,743959.524308197,278115.294937413,30901.6994383975,2566735.48317178,0,0,0,0,0,0,0,0,0,33690335.6878169,471343.030828029,28582.9616385263,0,0,5295982.21929649,0,0,0,0,252274,15860,4551,1647,109,92391,5865,1855,784,56
"23",30,416532,437152,25.64,546,0.00378000804956918,0.0000142884608548078,53.3510336116195,0.201667336504758,14114,1123.19782982,0.174156988122373,0.0303306565118564,195.612751107037,34.0673275711329,29.6362,44382388.1540939,5082206.20057909,174163.021847839,0,0,0,1288803.63108582,152001.497340476,5116.71777684275,0,0,0,4033.58652834217,770.432153601576,31.4568007823991,0,0,0,2490889.18993505,436025.673377701,166121.071248838,14851.2119822363,5988.46972741032,1432.35094755825,38398.3276721424,8801.40756410859,3683.4347040901,401.06477860895,162.452892067458,48.3311270526669,88769016.7726602,15663172.202247,6026224.92045297,529598.77966918,213793.630820782,54285.4170183101,622587.507831873,0,0,0,0,37331409.7288028,2268507.91698446,584619.245964659,252268.907498019,30901.6994383975,1965280.61161964,0,0,0,0,0,0,0,0,0,33290096.8843769,705483.308235752,187923.239982185,25846.3874393922,0,8672589.13925728,0,0,0,0,197175,11845,3142,1484,167,71905,4692,1226,583,59
"24",31,413545,440546,25.89,652,0.140946331976613,0.0198658684976615,2696.72616970853,380.093661965758,19133,450.433756964,0.206433343079521,0.0426147251349871,92.9845462859469,19.1951107445404,15.2899,649951.086347092,0,0,0,0,0,19441.9535889831,0,0,0,0,0,98.3715194092228,0,0,0,0,0,158471.096778009,40165.8839173811,23041.4253132847,7156.76914137649,1505.78939804393,741.147738684929,5533.40485943962,1712.2334265926,943.690435245533,317.331475660867,98.482619117452,48.4730272065173,5044576.90343614,1158538.96660527,663561.318527405,206759.826128357,44359.8961247285,21833.8877560498,0,0,0,0,0,17831605.1539215,29080.448065612,0,0,0,861542.277042734,0,0,0,0,0,0,0,0,0,18127565.7291325,0,0,0,0,17424282.1980637,102388.322316992,0,0,0,80481,206,17,NA,NA,33655,78,6,NA,NA
"25",24,417829,432923,53.01,148.254,0.0100573281571707,0.000101149849661018,51.2494987353213,0.515433026671629,5095.73695264,19138,0.16239538108833,0.026372259798824,3107.92280326846,504.712308029893,920,169142376.23724,19020903.3240638,11456378.3366945,3796646.68824941,1878576.04940057,920195.380532226,7745871.4864115,914370.940439896,550729.860474396,182512.015528763,90306.7178100389,44235.5392459843,9948.79151451305,993.881456999887,598.619413559126,198.382625574742,98.159475880477,48.0821078760699,8836459.77951306,1215705.13274272,621515.175512502,197896.903030575,94330.8163326051,44669.1468899891,36038.2431504467,8279.75379599432,2649.03451547619,628.602591996646,225.888679599634,64.2442499186952,206932527.830799,29483449.6892767,14026744.4130237,4350176.67498609,2028410.51924368,937137.819117138,622587.507831873,211752.96383857,22622.9962836011,0,0,48740062.1944548,2712072.54736368,749919.489662866,278115.294937413,30901.6994383975,3227961.33254312,0,0,0,0,0,0,0,0,0,49768045.8744876,0,0,0,0,1567678.78814829,0,0,0,0,259405,13511,4339,1281,123,95062,4042,1168,311,32
"26",25,418115,433131,43.1,198.286,0.00108141053875002,0.0000011694487533196,7.16644498182333,0.00774986912871591,6626.94205857,2107.30152151,0.0709539011170762,0.00503445608373183,149.521263781085,10.6091169652234,66.5157,99831478.637427,28665957.4016069,8641894.30317545,0,0,0,4290558.66927025,1292447.19469485,415432.268728259,0,0,0,6604.96405505952,1760.56683332536,451.556813835064,0,0,0,5438736.94466926,1670478.04630834,606151.873599926,29274.0199785678,12053.2095317247,3386.93562204678,35377.9425408161,11748.8859712375,5363.31360474319,691.504674781479,256.88544080423,63.4112335250826,139941514.653179,42073328.514806,15363666.5516944,1010996.78013982,407014.186281744,111454.414523766,622587.507831873,120372.752243609,0,0,0,48395315.6593872,2663823.90481057,762576.818581028,278115.294937413,30901.6994383975,2874072.023232,0,0,0,0,0,0,0,0,0,49534088.8646744,0,0,0,0,1860943.53882903,0,0,0,0,254903,17118,7562,3449,408,93244,4894,2056,972,101
"27",32,414916,437755,51.88,920,0.16239538108833,0.026372259798824,3107.92280326846,504.712308029893,19138,13100.5,0.111992317555749,0.0125422791915077,1467.15535613909,164.310128548347,636,158824660.515704,60615071.8754119,33301936.8151142,6892989.32695225,3136018.42066763,915951.855317093,6365764.60639277,2342118.96916043,1322243.00282854,334639.228421941,152246.686427588,44467.4157460915,9453.09828399002,3792.32515691429,2346.45730657928,526.162308839529,239.381582433314,69.9173203554897,7804874.90572368,2726624.43895869,1464128.00606208,349096.835716961,157802.612451875,46418.205169768,42879.2174618596,11565.6847659075,4747.05297413331,775.257212187553,327.052746650643,90.5903901521337,209155205.234105,73929355.8551996,38333789.6565018,7451872.70260703,3355020.81288719,987200.952946062,457406.069423656,0,0,0,0,35367256.6000134,2597927.96223555,657496.981796033,225218.102268474,24259.3529936213,1965280.61161964,265066.956043676,111389.318445415,52897.1926687441,6642.3464447383,0,0,0,0,0,32887175.9040523,227175.025466966,3656.18570571796,0,0,7394624.99605182,0,0,0,0,179797,9543,619,57,NA,68990,4358,327,22,NA
"28",33,415462,437586,34.24,920,0.00490291997261376,0.0000240386242578549,93.8320824358821,0.460051191046827,19138,894.652485602,0.160707064297973,0.0258267605152728,143.776974527982,23.1059754900364,21.0714,144211046.232649,33024701.3832702,19184510.3729024,5196718.16062023,1328878.69652778,0,5376125.70697923,967067.588185483,559161.504664741,147943.402999452,37549.8878704716,0,9458.15124118716,2148.32190622217,1142.79420587537,280.937338596526,53.7964009605611,0,6620467.06309101,1249831.92757917,693210.513153745,164050.503050308,40300.2562782848,983.309569777011,41226.7096561328,9376.58804011644,4306.5534643395,716.583387751553,156.824194788652,46.6656021800645,188808863.344753,43323273.061151,24055781.7145634,5808506.13061714,1440753.31247822,41749.4969825088,616081.075106644,0,0,0,0,35837383.1910883,2460747.22492424,580611.564597489,265406.485327215,30901.6994383975,1965280.61161964,319018.866428189,139908.788157721,12545.6198451594,0,0,0,0,0,0,32728147.036258,292728.832047674,52022.1331907231,163.18976489852,0,7931951.28582621,17675.0203448616,0,0,0,184759,8554,2059,941,208,69725,3809,966,437,137
"29",34,418258,430332,32.44,636,0.111992317555749,0.0125422791915077,1467.15535613909,164.310128548347,13100.5,2285.40084661,0.190258530989976,0.0361983086144635,434.817007799265,82.727645153345,73.19,149091830.357621,22353488.9670442,1593803.44403155,0,0,0,7924699.79829407,1230521.12193632,47108.3903949923,0,0,0,10348.8173504401,1713.62509330327,272.293419090536,0,0,0,8972478.56305923,1532572.87031202,192706.493720688,25589.2589744377,8598.69762436648,3540.10064947843,36789.8676826811,9489.76113940354,3941.27699277846,590.184558723261,201.820305286151,79.3439692858918,187063421.72981,33338970.5037609,6872243.99959971,878995.003340019,296530.533869737,120837.16315053,622587.507831873,0,0,0,0,39313458.1643843,1882003.84215413,606521.903875396,268407.143239417,30901.6994383975,3344552.41689438,698495.986743716,166020.582071117,9708.1516981082,0,0,0,0,0,0,38966894.9451426,319453.360659066,0,0,0,1083386.98902027,0,0,0,0,194099,7665,1613,896,71,72099,3126,635,344,26
"30",35,418582,430548,47.11,698,0.0236314452717707,0.000558445205632694,583.74396110328,13.7947134695388,24702,26228,0.12331228866913,0.0152059205368189,3234.23470721395,398.820883839686,1657,141499103.529035,29926969.1645758,17314283.9361495,5683006.99323598,2562277.58924783,1235554.91403158,7532256.32960105,1736535.53974751,1036348.11595738,342859.714621061,161876.390322695,78058.3533838011,9737.07747557009,1987.51631176886,889.720449026093,280.340617427248,97.6924504059719,47.1082398212439,8744142.59980978,2007184.59560242,1129186.85963198,343048.329328374,161876.390322695,78058.3533838011,41058.2433692312,8636.06122739137,3064.80187650786,286.838411150882,97.6924504059719,47.1082398212439,186444203.328036,39995348.0792515,20739584.3383543,5690199.75469723,2562277.58924783,1235554.91403158,622587.507831873,0,0,0,0,39153334.5435416,2193286.84925694,478149.195719005,185791.984223816,30901.6994383975,3267817.70854265,826938.044697564,294393.290227048,92323.3107132899,0,0,0,0,0,0,41195465.4713931,7495.05191606985,0,0,0,837635.187587578,0,0,0,0,191151,9456,2159,510,10,71321,3863,826,234,9
"31",37,420942,431105,22.6,172.699,0.00679220255088374,0.0000461340154922316,39.6927011752755,0.269600866174172,5843.86299995,173.416871789,0.0838796110378503,0.00703578914786106,14.5461397530621,1.22012454458906,5.28608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52687.7361292406,24894.3956374835,14081.6258587379,1047.94761435358,471.131412720091,208.289885646255,2329.74127436833,1251.2716281535,836.534835973555,198.246642947814,89.1268033628116,39.4034682877018,1521980.74132427,723188.912871534,412556.213127935,34379.3126626808,15456.0914317321,6833.22620809031,314327.853082847,0,0,0,0,29688630.5214705,2950.35690590805,0,0,0,2372834.0831552,0,0,0,0,0,0,0,0,0,17676908.1978921,0,0,0,0,1167280.08824157,547320.548971417,103300.002704918,8146.8552082523,0,132092,37,9,9,NA,51451,13,4,4,NA
"32",38,419170,431521,31.86,1657,0.12331228866913,0.0152059205368189,3234.23470721395,398.820883839686,26228,1727.84637276,0.169122929005851,0.028602565115518,292.218439433306,49.4208383864795,52.2955,31531394.5919328,6381600.19069171,1497623.5666774,0,0,0,1384208.461456,192087.693966014,45544.4911097228,0,0,0,2723.78418445748,900.377896625987,185.782383507337,0,0,0,2468270.56313816,563575.59007162,248951.975743226,33528.4623558223,10570.2040752871,2532.70024213582,36228.1502926954,11218.2894282087,5143.41626206756,688.165625071735,192.024444840747,48.4305579282313,73648467.7783898,20521944.0948283,9039808.51219194,1217969.09717797,375072.208912826,83680.5638470375,622587.507831873,0,0,0,0,39351836.9195397,2016656.05676195,695878.413347327,278115.294937413,30901.6994383975,2946241.53272771,306517.365469492,12594.6518027647,0,0,0,0,0,0,0,36147274.27524,0,0,0,0,1377117.92948604,0,0,0,0,195643,10316,3491,1730,92,73232,4228,1378,646,41
"33",40,417168,431837,48.72,147.655,0.00093480620819351,0.000000873862646877128,4.74639340061232,0.00443695801742111,5077.4089421,1800.57206247,0.103403363643944,0.0106922556128816,186.185207742711,19.2521767413427,55.0209,121051967.709306,28513056.8783918,2159812.17031723,0,0,0,6231981.70378563,1796390.96416567,63970.5852735092,0,0,0,6986.74222046495,2102.9864177291,361.721973014707,0,0,0,7541141.31763213,2243268.91074362,246458.886986898,20139.232680222,5545.73654448796,2489.43230186304,34063.0921903517,11463.2837998343,4246.15426719434,432.022817345874,105.927949557704,45.2452123077419,165614326.230769,43841301.6294329,8453530.29021549,680995.745465542,183192.177643841,81467.2652418439,622587.507831873,0,0,0,0,46202879.450067,2747175.76112932,722369.082622919,273289.468438324,30901.6994383975,3591660.82870363,0,0,0,0,0,0,0,0,0,43602684.2741424,342994.182618796,50173.4033236697,4825.82649882372,0,1188047.90325443,0,0,0,0,247687,7091,3095,1852,431,89246,2781,1224,689,145
"34",41,416895,433444,44.06,240.878,0.00443358926257099,0.0000196567137491848,35.1602987181993,0.155886322865797,7930.4366363,1009.52258975,0.131212268482443,0.0172166594003088,132.461749085369,17.3806065846434,25.3762,275910220.085645,84266122.0950568,34908005.1547642,11361685.795408,4112191.81500016,482294.622979729,10878659.3266286,3336387.34130639,1338283.24208446,420617.851458999,145556.30231377,17071.4366218689,18202.1572917073,5336.2522346424,1704.40004871371,599.745847801521,164.563371751012,19.3006632242723,12687502.9194427,3920273.31081673,1623104.73659822,455496.778297179,151169.713719107,18589.333885094,53526.2007749035,16281.3877853798,7327.02126507393,1295.39387742042,329.65587950373,79.116445856234,336735163.52212,104187071.73387,44693619.9619085,12583403.1961486,4316854.72772635,542680.00677027,622587.507831873,514027.752612929,274063.677460399,127022.942629218,13033.0590019026,51403669.6793891,2440479.43389433,498478.808485848,151092.35230806,17868.6404365386,3203008.71355464,32320.8424535955,0,0,0,0,0,0,0,0,52834026.7731982,103341.914784452,0,0,0,1214696.56333829,0,0,0,0,272308,9099,1601,852,132,99656,3160,818,441,60
"35",42,416348,433103,49.03,184.539,0.00757392231181509,0.0000573642991854104,47.0055271801228,0.356016211088163,6206.23307778,1081.15330803,0.0166136343802416,0.000276012847320345,17.9618857685991,0.29841220293917,28.0606,291770665.481391,53783617.1650567,21587357.6525541,0,0,0,11235243.9824041,2271065.26502943,1030648.05653513,0,0,0,20776.2912867472,4477.28759104058,1663.36991404846,0,0,0,13399316.3784443,2898966.48393186,1208211.89169193,10492.8597016175,0,0,61200.3954496508,16035.7802334739,4894.06934552308,185.095117427849,0,0,365394121.243504,75876888.0474527,27540774.0033666,341516.001365744,0,0,622587.507831873,575371.527461676,261381.828162535,98908.3490076011,1553.30289890186,52329137.099656,2509541.05240076,511160.657784114,179206.945929258,29348.3965394269,3577663.13992744,5257.36388439764,0,0,0,0,0,0,0,0,49460886.0290609,0,0,0,0,930653.867273544,0,0,0,0,275039,6872,232,63,0,100297,2426,174,34,0
"36",43,406059,441297,39.96,884.5,0.0438438776541518,0.00192228560775223,1095.59273676077,48.0350339093167,24988.5,19842,0.053609369398764,0.00287396448733313,1063.71710761028,57.025203357664,1018,117124570.443586,43317885.7429135,19357523.1921395,5041615.25813023,2290357.03595919,645657.039529611,4777317.79899274,1863393.90208593,937310.162831014,256983.484929533,116855.251942067,33125.6358351549,8132.9765586203,3636.30891934157,1441.90926762922,301.177211783308,133.731336833467,32.5399173233349,6690628.24196512,2393366.36082494,1175789.80721575,293186.097773251,118750.954630806,33125.6358351549,50097.9040193427,15494.3001088189,6291.32748185878,1033.23778858709,197.628428038228,32.5399173233349,184981409.735259,61657347.2917969,27430679.7673131,6289045.57825722,2362180.36670476,645657.039529611,355763.93365576,355763.93365576,334004.098267788,194462.451012454,28615.3454779858,12508523.2370804,2114346.78161348,438538.387679131,83652.8439247982,2286.35396054697,1167257.48227644,339017.827499581,0,0,0,0,0,0,0,0,2603192.33885835,0,0,0,0,7874332.32949213,157999.215808573,0,0,0,65052,14144,3675,864,7,25819,4839,1309,358,4
"37",44,410877,438946,32.57,767,0.00532357240325592,0.000028340423132708,63.2706580126966,0.336825928932234,11885,4588.23143778,0.0711577712685855,0.00506342841191233,326.488323176882,23.2321814224846,131.671,103903371.508634,56927537.047185,24949075.8798153,2328488.20186996,1025217.9393069,357927.176193623,4111588.48608648,2190413.95134933,934959.174774243,78166.2290570862,34690.5089278788,12025.4220340757,8155.28588730105,4272.62984089313,1940.65149656421,229.347122289499,92.1227722843843,29.9093508231015,5090698.94330878,2593738.61264119,1117508.74412511,98171.7270440344,45662.1236007162,17558.6692004502,35142.3106287252,13967.6044953296,5635.04591232527,529.202044813448,217.447735173956,74.8154937976475,138946163.139999,71530765.4030564,31512230.9278387,3028623.389996,1412001.53709734,551021.634095167,0,0,0,0,0,19014880.8058334,1598326.46747307,529149.751934399,249788.629134664,30901.6994383975,1321945.48984058,0,0,0,0,0,0,0,0,0,9567678.10457313,457109.067376069,0,0,0,10342361.570778,191900.486845529,0,0,0,88768,6987,2230,792,52,36648,3237,1113,435,36
"38",45,418082,435920,26.49,1018,0.053609369398764,0.00287396448733313,1063.71710761028,57.025203357664,19842,1455.87309055,0.185966976838259,0.0345837164743616,270.744317309757,50.3495021862337,42.1033,87029651.7545288,14714217.362873,6318572.73292316,343016.529743577,0,0,3055017.89889822,399412.857025441,170445.938132909,10153.0602543109,0,0,8551.42281595602,1924.93397806567,795.740290465415,57.8117212363436,0,0,4611993.14597011,947691.471228312,329661.785983848,31308.7518913533,7188.54677353747,3524.00419751307,46825.8095495471,13872.0434833751,4508.91032679698,582.175939787903,166.319125932305,81.024591785158,142276182.867569,33960014.329984,11963264.64434,1081827.85918068,247101.987629484,120966.294690595,622587.507831873,0,0,0,0,44276311.1996508,2850077.68829682,772542.485946437,278115.294937413,30901.6994383975,2204532.05142399,0,0,0,0,0,0,0,0,0,30790674.3603208,31827.0855274496,0,0,0,7398828.70720826,0,0,0,0,222656,15474,4891,1621,128,82571,6504,2154,749,68
"39",50,412939,433310,42.38,402.158,0.0503542621270124,0.00253555171435588,602.751022682319,30.3510829934703,11970.2086223,8632.81762778,0.108176602028699,0.0117021772264756,933.868876906698,101.022761844124,300.655,38363481.4449909,11009928.7483179,4996392.08575457,1596077.59118926,772139.348077109,386219.954909834,1227002.37326301,369801.310227594,174698.950468998,56037.5354579467,27178.1436400309,13499.7395632801,5553.58180671796,1490.35517910959,596.871380150864,196.72262260206,96.9719244510005,46.0211463985981,2133620.85522527,657591.123340057,275764.704257133,68697.6078322506,29895.3404394154,13750.5120832075,30814.2533637786,9423.13251956758,3611.07618395555,598.65041560143,211.96312768689,54.2064829849063,71618109.1049752,21428556.8028076,8695110.90865856,2067493.97107188,882866.146134275,395632.262966078,622587.507831873,0,0,0,0,41882383.7994797,2346864.11029008,672575.62582386,277304.336939648,30901.6994383975,1663635.73672825,82746.0327545107,0,0,0,0,0,0,0,0,25055212.7498708,0,0,0,0,1159868.51690543,0,0,0,0,226093,9530,2692,1001,75,82650,3724,1104,426,31
"40",51,415319,433595,47.86,175.448,0.01054445216578,0.000111185471476423,62.5073125300604,0.659105366984683,5927.98104134,2025.08483607,0.11595450444884,0.013445447101976,234.817708633357,27.228171040393,63.4346,128852154.382943,19898625.1535881,11761724.2750879,666046.338503305,225742.961620154,0,4309891.83204586,685533.051544736,404564.90617516,19536.2401871958,6637.17991679936,0,12295.8816301842,2718.57180604373,1592.6672761131,122.022519277391,40.4940661773549,0,5996846.20240389,1154119.15600974,580382.11642124,54144.0256899835,18708.9051344099,2926.4569866423,50078.0451194152,12318.6694561101,5153.35350007464,859.921292218127,243.494135408835,46.1334506190991,187398943.127488,35896082.5409983,17790386.0717613,1878338.18999607,639843.23670383,93424.1512843217,622587.507831873,259102.99451561,47133.4460555778,898.828683886388,0,53875904.1138209,2428917.06493133,635186.400480065,260700.114467284,30901.6994383975,2844555.67383552,402149.884302477,90222.6394109644,16516.3517861811,0,0,0,0,0,0,43155111.4094048,0,0,0,0,830913.710690372,0,0,0,0,281756,13030,2794,918,479,103470,3511,864,305,96
"41",52,415486,431597,42.23,300.655,0.108176602028699,0.0117021772264756,933.868876906698,101.022761844124,8632.81762778,568.585745792,0.144566916400248,0.0208995933174763,82.1986879782847,11.8832108531667,8.85204,133492779.13806,23042214.4058468,3794239.47291785,1085854.95210407,0,0,5292112.19201732,925107.178791595,113192.030781152,32379.1849482046,0,0,9757.2664352328,2007.05163987651,590.96728838956,169.932162409892,0,0,7129807.15047356,1478349.79095622,313857.153691415,53517.3786398495,5214.22466388222,422.656722814619,54121.2193702813,14832.934513853,5788.27643756027,867.444936605722,205.283745523807,47.7468157413002,197504958.24088,42068130.7824463,10876311.5304604,1881749.50503157,207369.328449055,27148.1588374604,622587.507831873,0,0,0,0,47039182.5765977,2812382.27264917,669997.867580836,259521.470022097,30901.6994383975,3622757.80531628,0,0,0,0,0,0,0,0,0,28517722.7197176,277787.671097882,102544.618365722,18593.8249150285,0,694219.471051577,0,0,0,0,249735,22512,5403,2343,290,89837,7394,1843,840,82
"42",54,415393,428743,42.8,163.905,0.0322861318830441,0.00104239431196932,179.986050267608,5.81105335604819,5574.71706179,28394,0.117017039573906,0.013692987550641,3322.58182166148,388.7986885129,1226,98651492.1700995,32004199.3411175,18462996.5211264,5609567.75785092,2795382.82456615,1319554.70376776,3900948.88227695,1309088.88491406,769629.576543359,242210.680817258,120699.420402835,56975.9127568947,8303.04826271761,2444.13231025334,1078.66784249144,197.561729867258,98.4497719435849,46.4730120366189,5109659.60227459,1643039.18854787,885364.765129185,260895.186181598,127726.257459301,60038.3480951475,38461.2084348973,9692.35416451857,3620.07256133717,507.023793686293,204.773485617448,91.5652850519826,141007802.917017,43379941.9761987,22396013.0480628,6211008.95171542,3018228.72924643,1416261.33756299,579126.834907765,0,0,0,0,34055153.0510352,2070604.57201852,524291.784868341,224568.043855154,30901.6994383975,3198905.89403842,482331.55321001,134240.815071137,47017.8911280728,0,0,0,0,0,0,13400347.880155,251460.21703526,66700.949501871,6529.35995429348,0,1126425.78818205,0,0,0,0,161997,9310,1709,659,3,62283,3812,798,361,0
"43",47,417896,439486,20.95,189.397,0.0172374160989317,0.000297128513767708,109.542168030381,1.88822393071877,6354.90652437,294.153979624,0.0765989050054668,0.00586739224803653,22.5318727421988,1.72591677977495,9.6462,25643730.4908566,0,0,0,0,0,723407.075587286,0,0,0,0,0,1748.79245263814,0,0,0,0,0,902343.700610114,5771.60328400173,3624.27977014384,1531.19004622131,904.506987767027,398.069991828137,7671.46461256528,598.329216064536,375.720985480691,158.73505071648,93.7682183416295,41.267026583332,31689260.5588772,176000.920030691,110519.823107396,46692.5468740702,27582.2945874425,12138.8600967365,0,0,0,0,0,29292918.4055096,219646.101708555,0,0,0,1053352.07666514,0,0,0,0,0,0,0,0,0,30879803.159245,0,0,0,0,8373578.22890359,1975416.18557365,566792.910198261,180663.037556181,27038.5645927664,131812,1099,NA,NA,NA,54953,498,NA,NA,NA
"44",48,418850,437371,40.73,1226,0.117017039573906,0.013692987550641,3322.58182166148,388.7986885129,28394,16319,0.117103548510155,0.0137132410736703,1911.01280813723,223.786381081226,489,78151232.6881344,32653593.5628757,15687475.1329504,3232480.81223738,1603753.92355448,756897.983685569,2622447.59725608,1088242.32875649,512276.14312621,96861.518302842,48056.6008099846,22680.5021154632,5051.51116677046,1974.33506439366,912.541471129266,198.080814525239,98.2752572801321,46.3813949191476,3873795.8582697,1464102.27437383,575194.049524821,105453.514339038,49105.4106264376,22680.5021154632,34575.2989497742,10478.3622482082,3140.17213021526,634.672022912635,171.144790361573,46.3813949191476,122100265.604771,45826728.4199143,18106806.5217332,3606864.49079551,1655960.73339438,756897.983685569,493693.780675519,0,0,0,0,41187491.2073354,2176436.24494804,761115.08905169,278115.294937413,30901.6994383975,1171119.84916477,0,0,0,0,0,0,0,0,0,35314188.758216,0,0,0,0,7711440.16657004,293650.615101919,0,0,0,196203,9146,3015,918,279,76540,3991,1299,460,156
"45",49,419180,432534,37.92,201.837,0.00123081730860849,0.00000151491124717025,8.29031748972823,0.0102038662602172,6735.61984524,1666.8014974,0.0883969048294755,0.00781401278343135,147.340093335295,13.0244082081261,50.0078,56097814.2040789,1203778.91436094,0,0,0,0,2563390.48939467,52310.6228895874,0,0,0,0,4018.71891861784,91.8099075092774,0,0,0,0,3520596.7749878,409909.721093814,148614.670433043,26335.8624709909,4543.27286957869,1871.65023055683,30422.5699055392,8898.72217544177,3357.07317840213,517.624741250928,94.3612064314462,37.4271659732449,90950016.1082425,14183194.3353917,5385818.4516606,951993.34223169,152597.659938507,62383.6562876429,622587.507831873,0,0,0,0,42923280.6779799,2148807.97183975,621208.768824609,251938.473244974,30901.6994383975,2521407.74537573,0,0,0,0,0,0,0,0,0,40446463.6325746,0,0,0,0,1820387.29163756,0,0,0,0,213006,8692,2785,853,213,79444,3390,1238,396,115
"46",46,415694,439269,31.37,489,0.117103548510155,0.0137132410736703,1911.01280813723,223.786381081226,16319,4700.59580282,0.150757859892218,0.0227279323192817,708.651763451486,106.834823266792,135.343,62955131.7064951,15079295.6179036,4327635.98235881,0,0,0,2162414.1314874,498456.864668912,141325.698731901,0,0,0,5146.28786509341,1217.08037937407,321.84392765068,0,0,0,3417465.33057668,974558.641075975,314962.929552856,30693.9461815551,13350.1796397433,6524.60003940456,38991.3164422897,11482.0142775609,3880.79992764014,322.776443788624,98.63960189846,48.2078869199335,108477807.429143,31714276.6255801,10581389.515876,1077597.34939141,463664.898675737,226605.790918661,0,0,0,0,0,30334813.7189525,2576856.6202378,754229.894785095,278115.294937413,30901.6994383975,1311844.00982546,60412.2693367486,0,0,0,0,0,0,0,0,25279457.5194922,119896.437146504,18312.5911613508,0,0,11509529.9744624,78408.4699944726,0,0,0,145590,10056,3240,1211,78,58379,4285,1333,493,21
"47",39,417018,430678,29.49,265.623,0.00232752536928132,0.00000541737434464814,20.2209290229829,0.0470647252914296,8687.73732388,606.739166734,4.08335432242898,16.6737825224995,2477.53099907024,10116.6369140053,10.2818,169006532.839444,29739252.2873918,0,0,0,0,10726167.8755831,1845341.60852743,0,0,0,0,9811.95822265713,1424.48485801766,0,0,0,0,11884428.5219508,2114414.07019946,106716.37439963,15193.8856301223,6306.68431816625,2898.31920259451,35761.1246424461,7552.25611332046,2609.91436932694,485.328777047603,213.143961461081,98.3100093249345,209400554.009079,38955991.0532229,3715125.9862061,566749.790040481,239133.375632852,110015.511454994,622587.507831873,0,0,0,0,42603455.8146669,2068798.4874232,497178.042738644,214914.577138237,30901.6994383975,3677474.17566448,30475.1537668087,0,0,0,0,0,0,0,0,30674577.0406202,941306.051082171,275364.443206897,63200.7177992712,0,1504274.26265852,0,0,0,0,224365,8913,2087,1135,25,81069,3236,695,382,8
